tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag
FRB20181231A,-9999,-9999,29.7,0.2,-9999,21.0,0.2,-9999,143.38,-39.22,15.0,6.0,-9999,-9999,-9999,-9999,28.3,1376.5,0,1.5,0,2.8,39.3,1376.732,0.002,1333.7,1342.5,0.00295,<0.00076,-9999,1.1,0.6,-9999,2.0,1.0,-9999,0,58483.138036539,4e-09,58483.137623705,4e-09,0.00071,3e-05,10.0,1.0,-9.0,1.0,800.2,412.7,680.4,441472.649,439578,0.294,0
FRB20181231B,-9999,-9999,128.8,0.2,-9999,56.0,0.2,-9999,161.71,36.55,27.0,8.0,-9999,-9999,-9999,-9999,33.2,199.0,0,1.6,0,2.9,55.1,197.17,0.002,150.3,157.9,0.00295,0.0018,0.0001,0.9,0.3,-9999,2.3,0.7,-9999,0,58483.413883998,3e-09,58483.413824874,3e-09,0.00034,4e-05,60.0,4.0,-60.0,4.0,800.0,540.6,657.7,403883.925,398841,0.359,0
FRB20181231C,-9999,-9999,197.1,0.2,-9999,69.2,0.2,-9999,120.69,47.87,30.0,20.0,-9999,-9999,-9999,-9999,18.2,554.8,0,0.6,0,1.2,27.7,556.086,0.004,520.6,528.4,0.00197,0.00041,4e-05,0.7,0.3,-9999,1.2,0.5,-9999,0,58483.608543156,6e-09,58483.608376406,6e-09,<0.00039,-9999,0.0,1.0,-10.0,2.0,667.0,400.2,408.8,202753.208,201545,0.353,0
FRB20190101A,-9999,-9999,171.0,0.2,-9999,28.0,0.2,-9999,205.31,70.64,11.0,6.0,-9999,-9999,-9999,-9999,17.7,867.0,0,5.2,0,9.2,33,854.61,0.02,830.3,836.0,0.04227,0.018,0.002,0.6,0.3,-9999,11.0,3.0,-9999,0,58484.52789143,1e-08,58484.52763516,1e-08,0.0013,0.0004,-2.3,0.6,-2.0,1.0,747.1,400.2,400.2,1949656.3,1948025,0.305,0
FRB20190101B,-9999,-9999,307.8,0.2,-9999,29.9,0.2,-9999,70.74,-5.61,12.0,7.0,-9999,-9999,-9999,-9999,14,1321.5,0,5.6,0,11.2,22.8,1323.906,0.004,1089.9,1161.6,0.00295,0.0052,0.0006,1.0,0.6,-9999,4.0,3.0,-9999,0,58484.905231534,8e-09,58484.904834541,8e-09,0.0003,0.0002,42.0,8.0,-36.0,7.0,800.2,554.3,713.6,648715.189,647513,0.307,0
FRB20190102A,-9999,-9999,9.3,0.2,-9999,26.72,0.06,-9999,118.96,-36.04,11.0,8.0,-9999,-9999,-9999,-9999,22.4,697.1,0,2.7,0,5.0,50,699.173,0.006,655.6,664.2,0.00393,0.00099,7e-05,1.1,0.5,-9999,4.0,2.0,-9999,0,58485.075854265,4e-09,58485.075644608,4e-09,0.00082,7e-05,29.0,2.0,-68.0,4.0,595.5,411.9,495.2,433565.367,427417,0.313,0
FRB20190102B,-9999,-9999,21.7,0.2,-9999,21.4,0.2,-9999,133.77,-40.74,14.0,7.0,-9999,-9999,-9999,-9999,22.9,367.2,0,2.1,0,3.9,31.9,367.164,0.004,326.1,335.2,0.00295,<0.00093,-9999,1.7,0.7,-9999,4.0,2.0,-9999,0,58485.113822598,6e-09,58485.113712498,6e-09,0.00085,4e-05,0.6,0.7,-4.0,1.0,800.2,400.2,428.8,444234.411,443226,0.288,0
FRB20190103B,-9999,-9999,93.57,0.03,-9999,19.7,0.2,-9999,191.23,1.07,14.0,7.0,-9999,-9999,-9999,-9999,15.7,530.5,0,13.1,0,25.3,26.4,541.13,0.06,354.0,248.7,0.03146,0.005,0.001,0.7,0.5,-9999,13.0,7.0,-9999,0,58486.30971407,2e-08,58486.30955181,3e-08,0.0058,0.0006,8.0,1.0,-16.0,2.0,738.4,400.2,507.0,1278901.943,1276793,0.316,0
FRB20190103C,-9999,-9999,104.2,0.2,-9999,11.07,0.05,-9999,203.64,6.19,9.0,7.0,-9999,-9999,-9999,-9999,25.1,1349.0,0,9.2,0,17.6,34.2,1349.13,0.01,1193.6,1127.1,0.00492,0.0008,0.0001,2.0,1.0,-9999,13.0,7.0,-9999,0,58486.337397208,6e-09,58486.336992651,7e-09,0.0019,0.0001,11.0,1.0,-17.0,2.0,783.0,400.2,543.7,433332.994,431673,0.307,0
FRB20190103A,-9999,FRB20181119A,190.5,0.1,-9999,65.1,0.2,-9999,124.52,51.97,30.0,10.0,-9999,-9999,-9999,-9999,15.7,365.6,0,3.2,0,6.4,40,364.563,0.005,330.7,338.8,0.00983,<0.0027,-9999,1.1,0.4,-9999,5.0,2.0,-9999,0,58486.57457555,5e-09,58486.57446623,5e-09,0.00254,9e-05,34.0,5.0,-25.0,5.0,800.2,577.5,780.0,432784.05,428634,0.312,0
FRB20190103D,-9999,-9999,221.8,0.2,-9999,59.9,0.2,-9999,99.85,51.71,20.0,10.0,-9999,-9999,-9999,-9999,10.5,1911.9,0,0.9,0,1.8,19.8,1913.551,0.009,1880.3,1887.7,0.00295,0.001,0.0001,0.5,0.2,-9999,1.2,0.4,-9999,0,58486.6672002,1e-07,58486.6666264,1e-07,<0.00087,-9999,-5.0,1.0,1.0,2.0,657.4,400.2,400.2,420199.6,417081,0.33,0
FRB20190103E,-9999,-9999,262.9,0.2,-9999,45.8,0.2,-9999,71.92,32.61,20.0,10.0,-9999,-9999,-9999,-9999,9.1,736.0,0,4.0,0,8.1,13.5,736.25,0.01,690.6,698.8,0.00295,0.0016,0.0005,0.5,0.3,-9999,2.0,1.0,-9999,0,58486.7765601,2e-08,58486.77633932,2e-08,0.001,0.0002,3.0,2.0,-4.0,3.0,800.2,400.2,547.3,431175.385,431673,0.307,0
FRB20190104A,-9999,-9999,70.5,0.2,-9999,35.6,0.2,-9999,166.73,-7.01,15.0,8,-9999,-9999,-9999,-9999,17.2,548.3,0,4.1,0,7.8,24.4,549.433,0.003,397.9,346.9,0.00197,0.00016,4e-05,1.5,0.8,-9999,4.0,2.0,-9999,0,58487.2427565623,8e-10,58487.242591807,1e-09,0.0002,7e-05,6.0,1.0,-10.0,2.0,800.2,400.2,531.9,439260.771,435316,0.301,0
FRB20190104A,-9999,-9999,70.5,0.2,-9999,35.6,0.2,-9999,166.73,-7.01,15.0,8,-9999,-9999,-9999,-9999,17.2,548.3,0,4.1,0,7.8,24.4,549.433,0.003,397.9,346.9,0.00197,0.00016,4e-05,1.5,0.8,-9999,4.0,2.0,-9999,1,58487.242756658,7e-09,58487.242591902,7e-09,0.0008,0.0004,-2.0,5.0,1.0,7.0,800.2,400.2,400.2,439260.771,435316,0.301,0
FRB20190104B,-9999,-9999,234.7,0.2,-9999,-6.3,0.4,-9999,359.71,37.54,11.0,7.0,-9999,-9999,-9999,-9999,9.8,527.3,0,7.0,0,14.6,12.8,530.14,0.01,480.3,492.6,0.0059,<0.0023,-9999,3.0,2.0,-9999,10.0,6.0,-9999,0,58487.6985445,2e-08,58487.69838553,2e-08,0.0019,0.0002,-4.0,2.0,7.0,2.0,800.2,400.2,800.2,392956.606,392762,0.369,0
FRB20190105A,-9999,-9999,266.3,0.2,-9999,63.8,0.2,-9999,93.23,31.41,30.0,10.0,-9999,-9999,-9999,-9999,10.9,385.0,0,4.9,0,44.4,10.5,383.55,0.04,337.2,343.0,0.00885,<0.0049,-9999,0.6,0.4,-9999,4.0,2.0,-9999,0,58488.77748891,2e-08,58488.7773739,2e-08,0.0039,0.0005,-2.0,2.0,4.0,3.0,800.2,400.2,800.2,636464.487,636570,0.318,0
FRB20190106A,-9999,-9999,22.2,0.2,-9999,46.1,0.2,-9999,129.65,-16.26,20.0,10.0,-9999,-9999,-9999,-9999,9.6,341.3,0,1.0,0,1.9,12.7,340.06,0.01,251.2,249.5,0.00688,0.006,0.002,0.3,0.2,-9999,0.8,0.5,-9999,0,58489.10359583,2e-08,58489.10349386,2e-08,0.0009,0.0003,10.0,10.0,-5.0,10.0,800.2,493.5,800.2,701706.374,701625,0.437,0
FRB20190106B,-9999,-9999,335.6,0.2,-9999,46.1,0.2,-9999,97.79,-9.34,20.0,7.0,-9999,-9999,-9999,-9999,41.2,315.4,0,1.5,0,3.0,77.2,316.594,0.002,174.9,183.7,0.00197,<0.00060,-9999,2.0,1.0,-9999,4.0,2.0,-9999,0,58489.973130559,3e-09,58489.973035624,3e-09,0.00058,1e-05,16.6,0.8,-68.0,3.0,543.5,400.2,452.1,446087.645,442010,0.29,0
FRB20190107A,-9999,-9999,0.9,0.3,-9999,21.8,0.3,-9999,108.4,-39.7,12,7.0,-9999,-9999,-9999,-9999,9,841.1,0,6.4,0,12.8,15,849.2,0.8,809.3,817.3,0.04719,0.02,0.005,0.5,0.3,-9999,6.0,4.0,-9999,0,58490.0425753,1e-07,58490.0423207,3e-07,0.026,0.007,-4.0,2.0,0.0,3.0,666.9,400.2,400.2,4184278.478,4169657,0.332,0
FRB20190107B,-9999,-9999,33.5,0.2,-9999,83.4,0.2,-9999,125.41,20.93,110.0,60.0,-9999,100.0,50.0,-9999,20.6,166.6,4.4,2.0,8.9,4.1,26.8,166.094,0.003,96.1,89.6,0.00098,<0.00050,-9999,3.0,2.0,-9999,4.0,2.0,-9999,0,58490.14044362,1e-08,58490.14039381,1e-08,0.00045,2e-05,-1.3,0.9,-3.0,2.0,785.3,400.2,400.2,166068.158,160202,0.485,0
FRB20190109A,-9999,-9999,108.0,0.2,-9999,5.2,0.3,-9999,210.64,6.88,12.0,7.0,-9999,-9999,-9999,-9999,9.4,325.1,0,10.3,0,18.9,15.4,324.6,0.02,176.9,119.8,0.01376,<0.0022,-9999,1.2,0.6,-9999,6.0,3.0,-9999,0,58492.33368501,1e-08,58492.33358767,1e-08,0.0017,0.0003,6.0,2.0,-8.0,3.0,800.2,400.2,583.0,636666.223,633829,0.321,0
FRB20190109A,-9999,-9999,108.0,0.2,-9999,5.2,0.3,-9999,210.64,6.88,12.0,7.0,-9999,-9999,-9999,-9999,9.4,325.1,0,10.3,0,18.9,15.4,324.6,0.02,176.9,119.8,0.01376,<0.0022,-9999,1.2,0.6,-9999,6.0,3.0,-9999,1,58492.3336851,3e-08,58492.33358776,3e-08,0.003,0.002,5.0,4.0,-9.0,6.0,800.2,400.2,523.6,636666.223,633829,0.321,0
FRB20190109B,-9999,-9999,253.5,0.2,-9999,1.3,0.3,-9999,19.73,26.53,11.0,6.0,-9999,-9999,-9999,-9999,11.6,176.3,0,2.4,0,4.8,14,175.17,0.03,106.9,121.7,0.00688,0.00026,6e-05,1.0,1.0,-9999,3.0,2.0,-9999,0,58492.73336049,2e-08,58492.73330796,2e-08,0.0003,0.0002,3.0,5.0,-70.0,30.0,492.4,400.2,408.1,394990.201,393977,0.367,0
FRB20190110A,-9999,-9999,64.95,0.03,-9999,47.44,0.09,-9999,155.2,-1.95,19.0,8.0,-9999,-9999,-9999,-9999,29.1,470.7,0,1.9,0,3.7,63,472.753,0.008,284.2,206.6,0.00295,0.00038,2e-05,1.5,0.9,-9999,4.0,2.0,-9999,0,58493.212212961,5e-09,58493.212071199,5e-09,0.0002,8e-05,6.0,1.0,-120.0,10.0,472.7,400.2,411.0,433547.545,432889,0.305,0
FRB20190110B,-9999,-9999,131.7,0.2,-9999,50.2,0.2,-9999,168.91,38.68,20.0,10.0,-9999,-9999,-9999,-9999,12.3,486.9,0,1.8,0,3.8,18.8,486.12,0.01,440.6,449.3,0.00885,0.0032,0.0004,0.5,0.3,-9999,2.0,1.0,-9999,0,58493.39450505,2e-08,58493.39435928,2e-08,0.0007,0.0002,0.0,1.0,-5.0,2.0,800.2,400.2,407.8,593402.249,590969,0.367,0
FRB20190110C,-9999,-9999,247.0,0.2,-9999,41.42,0.05,-9999,65.52,43.85,10.0,10.0,-9999,-9999,-9999,-9999,15.6,221.6,0,1.5,0,3.0,28.3,221.96,0.02,186.3,193.0,0.00295,0.00022,3e-05,0.6,0.4,-9999,1.4,0.8,-9999,0,58493.716,0.005,58493.716,0.005,0.00039,8e-05,24.0,4.0,-190.0,20.0,477.7,400.2,427.4,433108.955,432281,0.306,0
FRB20190111A,-9999,-9999,217,0.2,-9999,26.8,0.1,-9999,37.55,68.51,16.0,5.0,-9999,-9999,-9999,-9999,64.3,173.1,0,3.6,0,6.5,131.7,171.9682,0.0008,150.5,150.5,0.0059,0.00053,3e-05,4.0,1.0,-9999,17.0,7.0,-9999,0,58494.6290615894,5e-10,58494.6290100223,5e-10,0.00036,1e-05,6.3,0.4,-6.8,0.5,800.2,400.2,638.9,467399.933,433487,0.304,0
FRB20190111A,-9999,-9999,217,0.2,-9999,26.8,0.1,-9999,37.55,68.51,16.0,5.0,-9999,-9999,-9999,-9999,64.3,173.1,0,3.6,0,6.5,131.7,171.9682,0.0008,150.5,150.5,0.0059,0.00053,3e-05,4.0,1.0,-9999,17.0,7.0,-9999,1,58494.629061623,1e-09,58494.629010055,1e-09,0.00044,3e-05,7.9,0.5,-23.0,1.0,649.7,400.2,474.4,467399.933,433487,0.304,0
FRB20190111A,-9999,-9999,217,0.2,-9999,26.8,0.1,-9999,37.55,68.51,16.0,5.0,-9999,-9999,-9999,-9999,64.3,173.1,0,3.6,0,6.5,131.7,171.9682,0.0008,150.5,150.5,0.0059,0.00053,3e-05,4.0,1.0,-9999,17.0,7.0,-9999,2,58494.629061676,5e-09,58494.629010109,5e-09,<0.00079,-9999,-2.0,2.0,-6.0,4.0,635.8,400.2,400.2,467399.933,433487,0.304,0
FRB20190111B,-9999,-9999,260.0,0.2,-9999,13.53,0.03,-9999,35.24,26.27,4.0,6.0,A significant fraction of the localization region of the burst is falling between the FWHM of two beams resulting in a large error on the exposure. See Section 2.2.,-9999,-9999,-9999,24.1,1334.4,0,0.4,0,0.7,32.6,1336.927,0.006,1271.8,1285.9,0.00393,0.0002,3e-05,0.3,0.1,-9999,0.8,0.3,-9999,0,58494.74933195,1e-08,58494.74893105,1e-08,0.0002,0.0001,2.0,1.0,-17.0,3.0,609.1,400.2,422.5,202964.044,201545,0.353,0
FRB20190112A,-9999,-9999,257.98,0.02,-9999,61.2,0.03,-9999,90.49,35.45,30.0,10.0,-9999,-9999,-9999,-9999,27.8,420.5,0,9.7,0,17.4,66.1,425.847,0.005,383.8,390.1,0.00983,0.011,0.0005,1.4,0.6,-9999,16.0,6.0,-9999,0,58495.737167739,5e-09,58495.737040043,5e-09,0.0016,0.0001,57.0,3.0,-51.0,3.0,800.2,564.6,697.7,1328527.779,1324217,0.291,0
FRB20190113A,-9999,-9999,108.1,0.2,-9999,-3.0,0.4,-9999,218.01,3.33,11.0,7.0,-9999,-9999,-9999,-9999,10.9,430.3,0,4.7,0,9.3,12.6,428.92,0.01,250.0,176.4,0.00688,<0.0022,-9999,1.0,1.0,-9999,6.0,3.0,-9999,0,58496.31981281,3e-08,58496.31968419,3e-08,0.0018,0.0002,7.0,6.0,-3.0,6.0,800.2,491.9,800.2,386505.498,385466,0.381,0
FRB20190114A,-9999,-9999,9.0,0.2,-9999,19.2,0.3,-9999,117.83,-43.55,12.0,7.0,-9999,-9999,-9999,-9999,11.5,889.6,0,2.8,0,5.6,21.1,887.39,0.05,849.3,857.8,0.00492,0.00038,9e-05,0.5,0.4,-9999,2.0,1.0,-9999,0,58497.04583212,2e-08,58497.04556603,2e-08,0.0013,0.0002,11.0,3.0,-90.0,20.0,500.0,400.2,425.8,402724.957,401273,0.355,0
FRB20190115A,-9999,-9999,45.6,0.2,-9999,54.3,0.2,-9999,141.39,-3.83,20.0,10.0,-9999,-9999,-9999,-9999,10.4,1020.6,0,1.2,0,2.4,12.9,1021.68,0.02,835.3,784.3,0.00295,<0.0012,-9999,0.5,0.3,-9999,1.0,0.6,-9999,0,58498.14432469,3e-09,58498.144018323,5e-09,0.0009,0.0001,1.0,2.0,-3.0,2.0,800.2,400.2,457.2,436617.429,437754,0.297,0
FRB20190115B,-9999,-9999,76.8,0.2,-9999,82.1,0.2,-9999,130.71,23.43,90.0,50.0,-9999,100.0,40.0,-9999,18.2,748.9,9.0,3.5,18.2,7.3,25.2,748.29,0.02,684.5,682.3,0.00393,<0.0018,-9999,1.5,0.9,-9999,5.0,3.0,-9999,0,58498.23797715,2e-09,58498.237752763,6e-09,0.0015,0.0001,1.9,0.9,-7.0,2.0,800.2,400.2,457.5,451968.008,441402,0.291,0
FRB20190116E,-9999,-9999,19.4,0.2,-9999,52.3,0.2,-9999,126.97,-10.35,20.0,10.0,-9999,-9999,-9999,-9999,11.9,1489.7,0,1.9,0,3.9,12.4,1491.001,0.004,1362.6,1350.8,0.00098,<0.00072,-9999,0.5,0.3,-9999,1.1,0.7,-9999,0,58499.066817634,2e-09,58499.066370535,2e-09,0.00061,6e-05,0.0,1.0,0.0,2.0,800.2,400.2,660.5,431936.429,429850,0.31,0
FRB20190116D,-9999,-9999,85.1,0.2,-9999,68.7,0.2,-9999,144.42,19.03,30.0,20.0,-9999,-9999,-9999,-9999,11.5,1161.4,0,3.9,0,7.2,16.5,1164.02,0.02,1085.5,1072.0,0.00983,0.0039,0.0007,0.5,0.3,-9999,5.0,2.0,-9999,0,58499.249408536,7e-09,58499.24905949,1e-08,0.001,0.0004,-1.0,1.0,-3.0,2.0,800.2,400.2,400.2,655694.744,656633,0.297,0
FRB20190116A,-9999,FRB20190116B,192.3,0.1,-9999,27.2,0.2,-9999,210.17,89.53,13.0,8.0,-9999,-9999,-9999,-9999,15.8,446.4,0,4.6,0,8.3,19.9,445.5,0.2,425.6,425.9,0.01278,<0.0075,-9999,0.3,0.2,-9999,4.0,1.0,-9999,0,58499.54692066,4e-08,58499.54678708,8e-08,0.006,0.001,28.0,5.0,-30.0,5.0,800.2,482.3,636.8,881121.956,882810,0.291,0
FRB20190116B,190116.J1249+27,FRB20190116B,192.3,0.1,-9999,27.2,0.2,-9999,210.17,89.53,13.0,8.0,-9999,-9999,-9999,-9999,12.9,441.6,0,2.3,0,4.5,21.9,443.55,0.02,423.7,424.0,0.00688,<0.0021,-9999,0.5,0.3,-9999,2.0,1.0,-9999,0,58499.547458837,3e-09,58499.547325832,7e-09,0.0017,0.0002,21.0,3.0,-55.0,8.0,593.8,400.2,483.6,449484.73,449306,0.278,0
FRB20190116C,-9999,-9999,249.32,0.01,-9999,70.96,0.03,-9999,103.22,36.26,40.0,6.0,-9999,34.0,2.0,-9999,74.4,629.2,2.4,2.4,11.1,11.0,210.6,629.2765,0.0003,587.4,593.6,0.00295,<0.00072,-9999,30.0,10.0,-9999,60.0,30.0,-9999,0,58499.7043337057,2e-10,58499.7041450079,2e-10,0.000708,5e-06,15.4,0.3,-14.8,0.3,800.2,453.1,672.1,495482.371,437754,0.297,0
FRB20190116F,-9999,-9999,261.7,0.2,-9999,75,0.2,-9999,106.48,31.58,50.0,30.0,-9999,40.0,20.0,-9999,13.6,315.4,10.9,1.8,19.4,3.4,15.3,316.92,0.008,270.1,275.6,0.00295,<0.0015,-9999,0.5,0.2,-9999,1.5,0.6,-9999,0,58499.736543582,3e-09,58499.736448549,4e-09,0.0012,0.0001,4.0,2.0,-4.0,2.0,800.2,400.2,637.5,437610.741,438970,0.295,0
FRB20190117C,-9999,-9999,115.1,0.2,-9999,74.6,0.3,-9999,140.26,29.33,40.0,30.0,-9999,30.0,20.0,-9999,10.2,865.4,7.7,1.2,13.0,2.2,10.8,865.901,0.006,812.6,815.9,0.00197,<0.00098,-9999,0.4,0.2,-9999,0.8,0.2,-9999,0,58500.329930049,4e-09,58500.329670396,5e-09,0.0008,0.0001,10.0,4.0,-10.0,4.0,800.2,403.3,648.6,404809.815,407962,0.345,0
FRB20190117D,-9999,-9999,208.9,0.1,-9999,31.7,0.2,-9999,54.84,75.35,12.0,6.0,-9999,-9999,-9999,-9999,15.7,1175.9,0,2.9,0,5.3,20.1,1178.06,0.01,1155.5,1157.6,0.00295,0.0004,0.0001,0.8,0.4,-9999,4.0,2.0,-9999,0,58500.587523532,3e-09,58500.587170272,5e-09,0.0013,0.0001,0.0,1.0,-4.0,2.0,800.2,400.2,419.2,433558.119,431673,0.307,0
FRB20190117A,190117.J2207+17,FRB20190117A,331.7,0.1,-9999,17.4,0.3,-9999,76.31,-30.23,12.0,7.0,-9999,-9999,-9999,-9999,24.2,393.1,0,6.6,0,12.2,96.9,393.36,0.002,345.2,353.3,0.00393,<0.0015,-9999,2.0,1.0,-9999,10.0,5.0,-9999,0,58500.9295383094,6e-10,58500.9294203546,9e-10,0.00149,2e-05,56.0,2.0,-117.0,3.0,584.0,441.1,507.6,451873.39,443834,0.287,0
FRB20190118B,-9999,-9999,39.7,0.3,-9999,23.6,0.3,-9999,152.53,-33.06,12.0,8.0,-9999,-9999,-9999,-9999,9.7,666.4,0,6.1,0,10.5,16.1,670.9,0.1,620.7,627.3,0.03637,0.019,0.005,0.3,0.2,-9999,4.0,1.0,-9999,0,58501.11653345,4e-08,58501.11633227,6e-08,0.004,0.002,14.0,4.0,-14.0,4.0,800.2,432.6,645.0,2237005.705,2240473,0.346,0
FRB20190118A,-9999,-9999,253.31,0.03,-9999,11.55,0.08,-9999,30.1,31.42,12.0,7.0,-9999,-9999,-9999,-9999,47.2,224.8,0,5.8,0,10.3,183.4,225.1079,0.0007,171.7,182.4,0.00197,0.000282,6e-06,9.0,3.0,-9999,18.0,7.0,-9999,0,58501.7099110403,4e-10,58501.7098435384,4e-10,0.00014,2e-05,19.4,0.4,-57.0,1.0,580.9,400.2,474.9,231901.935,213097,0.315,0
FRB20190121A,-9999,-9999,354.7,0.2,-9999,78.6,0.02,-9999,119.26,16.25,20.0,30.0,A significant fraction of the localization region of the burst is falling between the FWHM of two beams resulting in a large error on the exposure. See Section 2.2.,20.0,10.0,-9999,31.3,423.8,18.6,5.3,38.4,10.6,45.8,425.353,0.006,338.0,319.1,0.00786,0.0033,0.0003,2.0,1.0,-9999,11.0,6.0,-9999,0,58504.981591432,2e-09,58504.981463883,3e-09,0.0011,0.0001,4.5,0.6,-8.4,0.8,800.2,400.2,523.2,667325.862,654809,0.299,0
FRB20190122B,-9999,-9999,2.5,0.2,-9999,35.1,0.2,-9999,113.46,-26.99,13.0,8.0,-9999,-9999,-9999,-9999,9.3,467.5,0,3.0,0,5.5,9.6,469.56,0.04,415.1,423.5,0.0059,<0.0028,-9999,0.4,0.3,-9999,1.8,0.8,-9999,0,58505.00235178,1e-08,58505.00221098,1e-08,0.0019,0.0005,3.0,3.0,-2.0,3.0,800.2,400.2,737.5,431471.076,430458,0.309,0
FRB20190122C,-9999,-9999,200.6,0.07,-9999,17.6,0.2,-9999,341.32,78.07,17.0,2.0,-9999,-9999,-9999,-9999,43.2,690.7,0,15.1,0,29.6,110.7,689.902,0.008,665.5,669.6,0.01475,0.0001037,7e-07,4.0,3.0,-9999,50.0,30.0,-9999,0,58505.55165319,1e-08,58505.55144631,1e-08,0.0018,0.0005,1.0,3.0,-5.0,5.0,800.2,400.2,466.7,1043356.419,1027488,0.34,0
FRB20190122C,-9999,-9999,200.6,0.07,-9999,17.6,0.2,-9999,341.32,78.07,17.0,2.0,-9999,-9999,-9999,-9999,43.2,690.7,0,15.1,0,29.6,110.7,689.902,0.008,665.5,669.6,0.01475,0.0001037,7e-07,4.0,3.0,-9999,50.0,30.0,-9999,1,58505.551653272,5e-09,58505.551446395,6e-09,0.0018,0.0001,7.4,0.7,-12.9,0.9,800.2,400.2,532.8,1043356.419,1027488,0.34,0
FRB20190122C,-9999,-9999,200.6,0.07,-9999,17.6,0.2,-9999,341.32,78.07,17.0,2.0,-9999,-9999,-9999,-9999,43.2,690.7,0,15.1,0,29.6,110.7,689.902,0.008,665.5,669.6,0.01475,0.0001037,7e-07,4.0,3.0,-9999,50.0,30.0,-9999,2,58505.55165333,2e-08,58505.55144646,2e-08,0.0029,0.0006,4.0,2.0,-13.0,3.0,714.3,400.2,469.5,1043356.419,1027488,0.34,0
FRB20190122C,-9999,-9999,200.6,0.07,-9999,17.6,0.2,-9999,341.32,78.07,17.0,2.0,-9999,-9999,-9999,-9999,43.2,690.7,0,15.1,0,29.6,110.7,689.902,0.008,665.5,669.6,0.01475,0.0001037,7e-07,4.0,3.0,-9999,50.0,30.0,-9999,3,58505.55165338,6e-08,58505.55144651,6e-08,<0.0089,-9999,-2.0,10.0,-4.0,20.0,669.5,400.2,400.2,1043356.419,1027488,0.34,0
FRB20190122C,-9999,-9999,200.6,0.07,-9999,17.6,0.2,-9999,341.32,78.07,17.0,2.0,-9999,-9999,-9999,-9999,43.2,690.7,0,15.1,0,29.6,110.7,689.902,0.008,665.5,669.6,0.01475,0.0001037,7e-07,4.0,3.0,-9999,50.0,30.0,-9999,4,58505.5516534,2e-08,58505.55144652,2e-08,0.0014,0.0006,1.0,5.0,-4.0,6.0,800.2,400.2,492.6,1043356.419,1027488,0.34,0
FRB20190122C,-9999,-9999,200.6,0.07,-9999,17.6,0.2,-9999,341.32,78.07,17.0,2.0,-9999,-9999,-9999,-9999,43.2,690.7,0,15.1,0,29.6,110.7,689.902,0.008,665.5,669.6,0.01475,0.0001037,7e-07,4.0,3.0,-9999,50.0,30.0,-9999,5,58505.55165346,6e-08,58505.55144659,6e-08,0.005,0.001,-1.0,1.0,-4.0,2.0,715.1,400.2,400.2,1043356.419,1027488,0.34,0
FRB20190122A,-9999,-9999,349.6,0.2,-9999,37.5,0.2,-9999,103.18,-21.77,14.0,8.0,-9999,-9999,-9999,-9999,11.7,1229.3,0,8.0,0,15.0,19.8,1231.2,0.3,1166.6,1175.4,0.04424,0.037,0.006,0.33,0.07,-9999,6.0,3.0,-9999,0,58505.96504764,7e-08,58505.9646784,1e-07,0.006,0.002,1.0,2.0,-1.0,2.0,800.2,400.2,694.2,3715833.072,3709881,0.34,0
FRB20190124A,-9999,-9999,50.5,0.1,-9999,51.6,0.2,-9999,145.29,-4.64,23.0,8.0,-9999,-9999,-9999,-9999,14.4,1274.6,0,10.4,0,21.3,39.5,1275.85,0.02,1099.3,1051.9,0.02359,0.022,0.002,0.6,0.4,-9999,13.0,9.0,-9999,0,58507.12934437,7e-09,58507.12896179,1e-08,0.0023,0.0005,4.1,0.7,-7.0,1.0,800.2,400.2,529.5,2375425.403,2367545,0.309,0
FRB20190124B,-9999,-9999,214.69,0.09,-9999,28.8,0.2,-9999,42.99,70.67,14.0,4.0,-9999,-9999,-9999,-9999,14.5,443.2,0,5.9,0,10.4,41.1,441.38,0.01,419.8,420.3,0.01475,0.0071,0.0006,1.0,0.4,-9999,12.0,4.0,-9999,0,58507.588591208,4e-09,58507.588458853,5e-09,0.0015,0.0002,0.8,0.5,-4.9,0.8,800.2,400.2,434.2,1107926.978,1101993,0.292,0
FRB20190124C,-9999,-9999,217.17,0.05,-9999,28.4,0.2,-9999,41.94,68.49,13.0,5.0,-9999,-9999,-9999,-9999,47.5,302.5,0,3.8,0,7.2,148.1,303.644,0.001,282.2,282.2,0.01376,0.00067,2e-05,3.0,2.0,-9999,14.0,8.0,-9999,0,58507.593317067,1e-09,58507.593226015,1e-09,0.00029,4e-05,0.4,0.2,-3.5,0.3,800.2,400.2,424.6,424332.183,404308,0.351,0
